OID_;Codigo;Municipio;Total;Mas65;Porcentaje
3488;45080;Illán de Vacas;3;2;66,66666667
3489;19152;Illana;776;182;23,45360825
3490;33029;Illano;320;146;45,625
3491;4054;Íllar;436;106;24,31192661
3492;33030;Illas;1045;300;28,70813397
3493;45081;Illescas;30229;3013;9,967249992
3494;18102;Íllora;10080;2030;20,13888889
3495;50126;Illueca;2778;645;23,21814255
3496;31126;Imotz;435;116;26,66666667
3497;7027;Inca;33726;4978;14,76012572
3498;27024;Incio, O;1521;692;45,49638396
3499;35011;Ingenio;31887;4314;13,52902437
3500;16113;Iniesta;4355;799;18,3467279
3501;19153;Iniéstola;22;3;13,63636364
3502;4055;Instinción;462;128;27,70562771
3503;19154;Inviernas, Las;61;33;54,09836066
3504;31127;Irañeta;168;37;22,02380952
3505;32035;Irixo, O;1401;694;49,53604568
3506;15039;Irixoa;1340;495;36,94029851
3507;23047;Iruela, La;1892;361;19,08033827
3508;37165;Iruelos;31;12;38,70967742
3509;19155;Irueste;82;24;29,26829268
3510;20045;Irun;62933;13978;22,21092273
3511;1901;Iruña Oka/Iruña de Oca;3468;436;12,57208766
3512;20046;Irura;1877;189;10,06925946
3513;1027;Iruraiz-Gauna;529;96;18,14744802
3514;31904;Irurtzun;2296;398;17,33449477
3515;31128;Isaba/Izaba;410;127;30,97560976
3516;22129;Isábena;247;72;29,14979757
3517;9181;Isar;291;106;36,42611684
3518;47075;Íscar;6298;1267;20,11749762
3519;21042;Isla Cristina;21516;3164;14,70533556
3520;41902;Isla Mayor;5826;955;16,3920357
3521;25115;Isona i Conca Dellà;1060;341;32,16981132
3522;17084;Isòvol;314;59;18,78980892
3523;48049;Ispaster;754;171;22,67904509
3524;29061;Istán;1520;300;19,73684211
3525;50128;Isuerre;33;15;45,45454545
3526;34089;Itero de la Vega;152;55;36,18421053
3527;9182;Itero del Castillo;82;34;41,46341463
3528;18103;Ítrabo;974;214;21,97125257
3529;20047;Itsasondo;658;116;17,62917933
3530;37166;Ituero de Azaba;204;108;52,94117647
3531;40104;Ituero y Lama;397;73;18,38790932
3532;31129;Ituren;508;84;16,53543307
3533;31130;Iturmendi;431;98;22,73781903
3534;48910;Iurreta;3696;898;24,2965368
3535;25112;Ivars de Noguera;335;87;25,97014925
3536;25113;Ivars d'Urgell;1553;438;28,20347714
3537;25114;Ivorra;110;37;33,63636364
3538;31131;Iza/Itza;1293;217;16,78267595
3539;31132;Izagaondoa;172;51;29,65116279
3540;24084;Izagre;150;82;54,66666667
3541;31133;Izalzu/Itzaltzu;38;12;31,57894737
3542;14037;Iznájar;4106;1162;28,30004871
3543;18105;Iznalloz;5094;789;15,48881037
3544;29062;Iznate;912;175;19,18859649
3545;23048;Iznatoraf;907;222;24,47629548
3546;48050;Izurtza;240;55;22,91666667
3547;44127;Jabaloyas;61;20;32,78688525
3548;23049;Jabalquinto;2013;446;22,15598609
3549;21043;Jabugo;2247;429;19,09212283
3550;22130;Jaca;13344;2568;19,24460432
3551;3080;Jacarilla;2030;454;22,36453202
3552;19156;Jadraque;1383;315;22,77657267
3553;23050;Jaén;111932;20906;18,67741129
3554;17085;Jafre;382;98;25,65445026
3555;46142;Jalance;795;297;37,35849057
3556;26081;Jalón de Cameros;19;10;52,63157895
3557;49096;Jambrina;149;68;45,63758389
3558;23051;Jamilena;3302;581;17,59539673
3559;12070;Jana, la;664;202;30,42168675
3560;50129;Jaraba;282;71;25,17730496
3561;46144;Jarafuel;772;248;32,12435233
3562;10103;Jaraicejo;457;157;34,35448578
3563;10104;Jaraíz de la Vera;6499;1385;21,31097092
3564;9183;Jaramillo de la Fuente;42;28;66,66666667
3565;9184;Jaramillo Quemado;10;2;20
3566;10105;Jarandilla de la Vera;2843;689;24,23496307
3567;10106;Jarilla;136;57;41,91176471
3568;44128;Jarque de la Val;60;25;41,66666667
3569;50130;Jarque de Moncayo;413;119;28,81355932
3570;22131;Jasa;94;28;29,78723404
3571;18106;Játar;609;106;17,40558292
3572;44129;Jatiel;45;9;20
3573;50131;Jaulín;275;99;36
3574;31134;Jaurrieta;181;76;41,98895028
3575;3082;Jávea/Xàbia;27983;6326;22,60658257
3576;31135;Javier;125;74;59,2
3577;18107;Jayena;1045;231;22,10526316
3578;11020;Jerez de la Frontera;212801;36122;16,97454429
3579;6070;Jerez de los Caballeros;9171;1791;19,52894995
3580;18108;Jérez del Marquesado;954;238;24,9475891
3581;12071;Jérica;1650;426;25,81818182
3582;10107;Jerte;1256;317;25,2388535
3583;18109;Jete;985;188;19,08629442
3584;3083;Jijona/Xixona;6861;1532;22,32910654
3585;23052;Jimena;1249;306;24,49959968
3586;11021;Jimena de la Frontera;6665;1226;18,39459865
3587;29063;Jimera de Líbar;388;117;30,15463918
3588;19157;Jirueque;51;24;47,05882353
3589;24086;Joarilla de las Matas;270;129;47,77777778
3590;23053;Jódar;11583;1840;15,88534922
3591;17086;Jonquera, La;3340;509;15,23952096
3592;8103;Jorba;825;116;14,06060606
3593;44130;Jorcas;34;15;44,11764706
3594;2041;Jorquera;363;135;37,19008264
3595;44131;Josa;36;12;33,33333333
3596;25910;Josa i Tuixén;100;32;32
3597;50132;Joyosa, La;1132;144;12,72084806
3598;40105;Juarros de Riomoros;46;15;32,60869565
3599;40106;Juarros de Voltoya;188;73;38,82978723
3600;29064;Jubrique;553;133;24,05063291
3601;17087;Juià;327;60;18,34862385
3602;30022;Jumilla;26234;3766;14,35541663
3603;18111;Jun;3928;395;10,05600815
3604;5108;Junciana;40;16;40
3605;25118;Juncosa;397;117;29,47103275
3606;25119;Juneda;3569;763;21,37853741
3607;9189;Junta de Traslaloma;123;49;39,83739837
3608;9190;Junta de Villalba de Losa;87;19;21,83908046
3609;9191;Jurisdicción de Lara;31;18;58,06451613
3610;9192;Jurisdicción de San Zadornil;62;27;43,5483871
3611;31136;Juslapeña;585;89;15,21367521
3612;49097;Justel;70;41;58,57142857
3613;18112;Juviles;136;39;28,67647059
3614;37167;Juzbado;199;47;23,61809045
3615;29065;Júzcar;235;45;19,14893617
3616;48022;Karrantza Harana/Valle de Carranza;2759;735;26,64008699
3617;48907;Kortezubi;439;92;20,95671982
3618;1019;Kripan;175;45;25,71428571
3619;1020;Kuartango;396;104;26,26262626
3620;40107;Labajos;102;41;40,19607843
3621;1028;Labastida/Bastida;1532;323;21,08355091
3622;13050;Labores, Las;563;170;30,19538188
3623;22133;Labuerda;154;31;20,12987013
3624;18115;Láchar;3550;470;13,23943662
3625;10108;Ladrillar;185;83;44,86486486
3626;45082;Lagartera;1331;469;35,23666416
3627;34091;Lagartos;128;57;44,53125
3628;50133;Lagata;114;47;41,22807018
3629;1030;Lagrán;171;65;38,01169591
3630;1031;Laguardia;1464;319;21,78961749
3631;44132;Lagueruela;66;30;45,45454545
3632;24087;Laguna Dalga;633;239;37,75671406
3633;26082;Laguna de Cameros;110;45;40,90909091
3634;40108;Laguna de Contreras;106;56;52,83018868
3635;47076;Laguna de Duero;22633;3796;16,77197013
3636;24088;Laguna de Negrillos;1057;424;40,11352886
3637;16115;Laguna del Marquesado;54;13;24,07407407
3638;16116;Lagunaseca;55;28;50,90909091
3639;37168;Lagunilla;447;178;39,82102908
3640;26083;Lagunilla del Jubera;333;127;38,13813814
3641;23040;Lahiguera;1652;414;25,06053269
3642;31138;Lakuntza;1268;227;17,9022082
3643;36024;Lalín;20199;5196;25,72404574
3644;22135;Laluenga;194;66;34,02061856
3645;22136;Lalueza;885;299;33,78531073
3646;36025;Lama, A;2410;847;35,14522822
3647;39034;Lamasón;268;107;39,92537313
3648;31139;Lana;162;50;30,86419753
3649;22137;Lanaja;1195;374;31,29707113
3650;27026;Láncara;2551;909;35,63308506
3651;1032;Lanciego/Lantziego;692;168;24,27745665
3652;16117;Landete;1211;345;28,48885219
3653;48051;Lanestosa;261;65;24,90421456
3654;5109;Langa;467;117;25,05353319
3655;42103;Langa de Duero;694;221;31,8443804
3656;50134;Langa del Castillo;116;59;50,86206897
3657;47077;Langayo;242;110;45,45454545
3658;33031;Langreo;38683;10307;26,64477936
3659;40109;Languilla;70;26;37,14285714
3660;18116;Lanjarón;3612;820;22,7021041
3661;34092;Lantadilla;284;122;42,95774648
3662;1902;Lantarón;915;232;25,35519126
3663;18117;Lanteira;571;146;25,56917688
3664;41052;Lantejuela;3856;609;15,79356846
3665;31140;Lantz;151;40;26,49006623
3666;5110;Lanzahíta;815;247;30,30674847
3667;44133;Lanzuela;25;5;20
3668;6071;Lapa, La;277;84;30,32490975
3669;22139;Laperdiguera;92;33;35,86956522
3670;31141;Lapoblación;126;34;26,98412698
3671;1033;Lapuebla de Labarca;858;181;21,0955711
3672;15041;Laracha, A;11521;3029;26,29112056
3673;26084;Lardero;11042;1423;12,88715812
3674;39035;Laredo;10996;3042;27,66460531
3675;32038;Larouco;427;193;45,19906323
3676;4056;Laroya;197;37;18,78172589
3677;48052;Larrabetzu;2081;387;18,59682845
3678;31142;Larraga;2108;399;18,92789374
3679;31143;Larraona;99;34;34,34343434
3680;20048;Larraul;259;30;11,58301158
3681;31144;Larraun;916;251;27,40174672
3682;37169;Larrodrigo;185;70;37,83783784
3683;23054;Larva;467;95;20,34261242
3684;20902;Lasarte-Oria;18893;4602;24,35822792
3685;22141;Lascellas-Ponzano;133;35;26,31578947
3686;22142;Lascuarre;147;41;27,89115646
3687;22143;Laspaúles;222;68;30,63063063
3688;22144;Laspuña;288;100;34,72222222
3689;40110;Lastras de Cuéllar;335;132;39,40298507
3690;40111;Lastras del Pozo;55;21;38,18181818
3691;40112;Lastrilla, La;4186;446;10,65456283
3692;1036;Laudio/Llodio;18009;4653;25,83708146
3693;4057;Láujar de Andarax;1591;367;23,0672533
3694;48053;Laukiz;1237;243;19,64430073
3695;33032;Laviana;12754;3404;26,68966599
3696;15040;Laxe;3004;967;32,19041278
3697;50135;Layana;92;30;32,60869565
3698;45083;Layos;810;132;16,2962963
3699;32039;Laza;1222;568;46,4811784
3700;31145;Lazagurría;175;49;28
3701;20049;Lazkao;6007;1097;18,26202763
3702;20050;Leaburu;380;81;21,31578947
3703;31146;Leache/Leatxe;32;15;46,875
3704;41053;Lebrija;27616;4200;15,20857474
3705;50136;Lécera;642;221;34,42367601
3706;50138;Lechón;47;17;36,17021277
3707;50137;Leciñena;1132;377;33,30388693
3708;18119;Lecrín;2197;565;25,71688666
3709;19159;Ledanca;113;39;34,51327434
3710;16118;Ledaña;1562;485;31,04993598
3711;37170;Ledesma;1553;423;27,23760464
3712;26086;Ledesma de la Cogolla;18;10;55,55555556
3713;34094;Ledigos;65;29;44,61538462
3714;37171;Ledrada;466;135;28,96995708
3715;28074;Leganés;187762;42106;22,42519786
3716;16119;Leganiel;209;62;29,66507177
3717;31147;Legarda;124;35;28,22580645
3718;31148;Legaria;108;25;23,14814815
3719;20051;Legazpi;8367;2199;26,28182144
3720;20052;Legorreta;1440;323;22,43055556
3721;1058;Legutio;1993;354;17,76216759
3722;20068;Leintz-Gatzaga;211;53;25,11848341
3723;48054;Leioa;32188;6515;20,24046228
3724;32040;Leiro;1510;682;45,16556291
3725;31149;Leitza;3010;718;23,8538206
3726;26087;Leiva;237;95;40,08438819
3727;48057;Lekeitio;7271;1854;25,49855591
3728;31908;Lekunberri;1624;231;14,22413793
3729;48055;Lemoa;3489;600;17,19690456
3730;48056;Lemoiz;1297;202;15,57440247
3731;33033;Lena;10596;3015;28,45413364
3732;18120;Lentegí;337;89;26,40949555
3733;24089;León;122051;33677;27,59256376
3734;31150;Leoz/Leotz;226;84;37,16814159
3735;21044;Lepe;28293;3307;11,68840349
3736;31151;Lerga;46;24;52,17391304
3737;31152;Lerín;1775;491;27,66197183
3738;9194;Lerma;2609;584;22,38405519
3739;25121;Les;966;131;13,5610766
3740;31153;Lesaka;2744;631;22,99562682
3741;2042;Letur;909;265;29,15291529
3742;50139;Letux;343;131;38,19241983
3743;1034;Leza;219;58;26,48401826
3744;26088;Leza de Río Leza;42;18;42,85714286
3745;48081;Lezama;2454;504;20,53789731
3746;31154;Lezaun;239;57;23,84937238
3747;20053;Lezo;6062;1160;19,13559881
3748;2043;Lezuza;1322;363;27,45839637
3749;30023;Librilla;5351;917;17,13698374
3750;44135;Libros;104;41;39,42307692
3751;42105;Liceras;47;23;48,93617021
3752;44136;Lidón;54;25;46,2962963
3753;31155;Liédena;316;88;27,84810127
3754;39036;Liendo;1216;306;25,16447368
3755;39037;Liérganes;2403;588;24,46941323
3756;2044;Liétor;1123;353;31,43365984
3757;4058;Líjar;398;135;33,91959799
3758;45084;Lillo;2574;604;23,46542347
3759;39038;Limpias;1961;382;19,47985722
3760;23055;Linares;56525;11277;19,9504644
3761;21045;Linares de la Sierra;268;53;19,7761194
3762;44137;Linares de Mora;226;71;31,4159292
3763;37172;Linares de Riofrío;938;324;34,54157783
3764;11022;Línea de la Concepción, La;63365;10910;17,21770694
3765;25122;Linyola;2724;583;21,40234949
3766;50140;Litago;190;70;36,84210526
3767;50141;Lituénigo;119;35;29,41176471
3768;20054;Lizartza;625;142;22,72
3769;31156;Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;314;66;21,01910828
3770;8104;Llacuna, La;917;234;25,51799346
3771;17088;Lladó;845;139;16,44970414
3772;25123;Lladorre;244;65;26,63934426
3773;25124;Lladurs;187;53;28,34224599
3774;8105;Llagosta, La;13259;2581;19,46602308
3775;17089;Llagostera;8851;1496;16,90204497
3776;24092;Llamas de la Ribera;807;336;41,63568773
3777;17090;Llambilles;730;133;18,21917808
3778;17091;Llanars;535;151;28,22429907
3779;17092;Llançà;4842;1137;23,48203222
3780;33035;Llanera;13790;2867;20,79042785
3781;46154;Llanera de Ranes;1056;212;20,07575758
3782;33036;Llanes;13611;3581;26,30960253
3783;9195;Llano de Bureba;53;16;30,18867925
3784;47079;Llano de Olmedo;59;16;27,11864407
3785;38024;Llanos de Aridane, Los;20648;3849;18,64103061
3786;5113;Llanos de Tormes, Los;58;33;56,89655172
3787;13904;Llanos del Caudillo;700;152;21,71428571
3788;25125;Llardecans;429;152;35,43123543
3789;46155;Llaurí;1169;343;29,34131737
3790;25126;Llavorsí;345;78;22,60869565
3791;44141;Lledó;172;56;32,55813953
3792;25120;Lleida;140080;25605;18,27884066
3793;6073;Llera;823;176;21,38517618
3794;6074;Llerena;5697;1110;19,48393892
3795;17093;Llers;1252;270;21,56549521
3796;25127;Lles de Cerdanya;288;71;24,65277778
3797;3085;Llíber;883;293;33,18233296
3798;8107;Lliçà d'Amunt;15673;2598;16,57627767
3799;8108;Lliçà de Vall;6580;1282;19,48328267
3800;25128;Llimiana;155;52;33,5483871
3801;8106;Llinars del Vallès;10116;1830;18,09015421
3802;46147;Llíria;23648;4372;18,48782138
3803;17094;Llívia;1504;272;18,08510638
3804;43072;Lloar, El;111;27;24,32432432
3805;25129;Llobera;187;54;28,87700535
3806;46152;Llocnou de la Corona;124;22;17,74193548
3807;46153;Llocnou de Sant Jeroni;557;143;25,67324955
3808;46151;Llocnou d'En Fenollet;912;177;19,40789474
3809;46156;Llombai;2651;512;19,31346662
3810;43073;Llorac;92;25;27,17391304
3811;43074;Llorenç del Penedès;2381;512;21,50356993
3812;17095;Lloret de Mar;38402;5979;15,56950159
3813;7028;Lloret de Vistalegre;1465;241;16,45051195
3814;46157;Llosa de Ranes, la;3687;756;20,50447518
3815;12074;Llosa, la;983;220;22,38046796
3816;7029;Lloseta;6250;1047;16,752
3817;17096;Llosses, Les;209;35;16,74641148
3818;7030;Llubí;2385;443;18,57442348
3819;8109;Lluçà;271;50;18,4501845
3820;12072;Llucena/Lucena del Cid;1308;383;29,28134557
3821;7031;Llucmajor;38224;5904;15,44579322
3822;46150;Llutxent;2315;477;20,60475162
3823;22149;Loarre;345;124;35,94202899
3824;32041;Lobeira;769;415;53,96618986
3825;50142;Lobera de Onsella;25;8;32
3826;32042;Lobios;1672;672;40,19138756
3827;6072;Lobón;2760;583;21,12318841
3828;18121;Lobras;130;47;36,15384615
3829;31157;Lodosa;4844;984;20,31379026
3830;28075;Loeches;8860;758;8,55530474
3831;26089;Logroño;150808;31896;21,15007161
3832;10109;Logrosán;1944;545;28,03497942
3833;48903;Loiu;2363;483;20,44011849
3834;18122;Loja;20465;3697;18,06498901
3835;34903;Loma de Ucieza;199;70;35,1758794
3836;34096;Lomas;45;24;53,33333333
3837;45085;Lominchar;2527;364;14,40443213
3838;47078;Lomoviejo;178;57;32,02247191
3839;50143;Longares;876;176;20,0913242
3840;50144;Longás;36;15;41,66666667
3841;31158;Lónguida/Longida;280;60;21,42857143
3842;23056;Lopera;3640;734;20,16483516
3843;22150;Loporzano;574;183;31,8815331
3844;41054;Lora de Estepa;875;166;18,97142857
3845;41055;Lora del Río;18578;3247;17,47766175
3846;19160;Loranca de Tajuña;1396;175;12,53581662
3847;30024;Lorca;96238;14615;15,18630894
3848;3084;Lorcha/Orxa, l';584;200;34,24657534
3849;46148;Loriguilla;2027;276;13,61618155
3850;30025;Lorquí;7320;1038;14,18032787
3851;46149;Losa del Obispo;531;116;21,84557439
3852;40113;Losa, La;521;100;19,19385797
3853;49098;Losacino;208;109;52,40384615
3854;49099;Losacio;90;41;45,55555556
3855;10110;Losar de la Vera;2658;688;25,8841234
3856;5112;Losar del Barco, El;109;33;30,27522936
3857;22151;Loscorrales;93;27;29,03225806
3858;44138;Loscos;122;50;40,98360656
3859;42106;Losilla, La;12;4;33,33333333
3860;27027;Lourenzá;2129;712;33,44293095
3861;15042;Lousame;3235;1058;32,70479134
3862;28076;Lozoya;593;158;26,64418212
3863;28901;Lozoyuela-Navas-Sieteiglesias;1407;278;19,7583511
3864;49100;Lubián;306;134;43,79084967
3865;4059;Lubrín;1489;582;39,08663533
3866;4060;Lucainena de las Torres;584;151;25,85616438
3867;4061;Lúcar;772;201;26,03626943
3868;14038;Lucena;42712;6593;15,43594306
3869;50146;Lucena de Jalón;227;67;29,5154185
3870;21046;Lucena del Puerto;3187;377;11,82930656
3871;50147;Luceni;987;228;23,10030395
3872;13051;Luciana;365;131;35,89041096
3873;24090;Lucillo;377;152;40,31830239
3874;45086;Lucillos;591;150;25,38071066
3875;12073;Ludiente;155;51;32,90322581
3876;49101;Luelmo;145;62;42,75862069
3877;39039;Luena;623;209;33,54735152
3878;50148;Luesia;342;115;33,62573099
3879;50149;Luesma;40;14;35
3880;27028;Lugo;97613;22109;22,64964708
3881;18123;Lugros;311;111;35,69131833
3882;41056;Luisiana, La;4587;792;17,26618705
3883;18124;Lújar;476;135;28,36134454
3884;31159;Lumbier;1293;376;29,07965971
3885;37173;Lumbrales;1550;611;39,41935484
3886;26091;Lumbreras de Cameros;150;74;49,33333333
3887;50150;Lumpiaque;836;225;26,9138756
3888;50151;Luna;709;222;31,31170663
3889;19161;Lupiana;268;80;29,85074627
3890;22905;Lupiñén-Ortilla;348;101;29,02298851
3891;23057;Lupión;830;220;26,5060241
3892;14039;Luque;2945;695;23,59932088
3893;31160;Luquin;132;42;31,81818182
3894;24091;Luyego;564;274;48,58156028
3895;19162;Luzaga;65;23;35,38461538
3896;31248;Luzaide/Valcarlos;320;103;32,1875
3897;19163;Luzón;65;30;46,15384615
3898;4062;Macael;5449;1029;18,88419894
3899;17102;Maçanet de Cabrenys;729;212;29,08093278
3900;17103;Maçanet de la Selva;7349;1340;18,2337733
3901;46158;Macastre;1338;285;21,30044843
3902;32043;Maceda;2849;1010;35,45103545
3903;37175;Machacón;446;144;32,28699552
3904;29066;Macharaviaya;524;97;18,51145038
3905;37174;Macotera;1001;404;40,35964036
3906;28078;Madarcos;57;16;28,07017544
3907;49102;Maderal, El;177;80;45,19774011
3908;40115;Maderuelo;125;45;36
3909;17097;Madremanya;296;60;20,27027027
3910;28079;Madrid;3305408;662950;20,05652555
3911;49103;Madridanos;455;146;32,08791209
3912;45087;Madridejos;10230;2186;21,36852395
3913;10111;Madrigal de la Vera;1566;430;27,45849298
3914;5114;Madrigal de las Altas Torres;1380;405;29,34782609
3915;9196;Madrigal del Monte;155;56;36,12903226
3916;10112;Madrigalejo;1694;458;27,03659976
3917;9197;Madrigalejo del Monte;179;48;26,81564246
3918;2045;Madrigueras;4654;1021;21,93811775
3919;37176;Madroñal;136;51;37,5
3920;10113;Madroñera;2446;611;24,97955846
3921;41057;Madroño, El;300;108;36
3922;50152;Maella;2062;530;25,70320078
3923;5115;Maello;636;201;31,60377358
3924;6075;Magacela;511;177;34,63796477
3925;50153;Magallón;1133;337;29,74404237
3926;45088;Magán;3894;402;10,32357473
3927;42107;Magaña;68;26;38,23529412
3928;24093;Magaz de Cepeda;358;164;45,81005587
3929;34098;Magaz de Pisuerga;1024;153;14,94140625
3930;6076;Maguilla;960;242;25,20833333
3931;9198;Mahamud;111;44;39,63963964
3932;49104;Mahide;298;174;58,38926174
3933;2046;Mahora;1380;315;22,82608696
3934;17098;Maià de Montcal;469;94;20,04264392
3935;25133;Maials;926;265;28,61771058
3936;44142;Maicas;31;14;45,16129032
3937;37177;Maíllo, El;271;100;36,900369
3938;50154;Mainar;162;48;29,62962963
3939;49105;Maire de Castroponce;140;62;44,28571429
3940;41058;Mairena del Alcor;23893;3287;13,75716737
3941;41059;Mairena del Aljarafe;46895;6545;13,9567118
3942;28080;Majadahonda;72034;12333;17,12108171
3943;10114;Majadas;1345;233;17,32342007
3944;16121;Majadas, Las;234;74;31,62393162
3945;19165;Majaelrayo;58;17;29,31034483
3946;42108;Maján;9;5;55,55555556
3947;29067;Málaga;577405;105614;18,29114746
3948;19166;Málaga del Fresno;180;66;36,66666667
3949;13052;Malagón;7842;1689;21,53787299
3950;19167;Malaguilla;175;33;18,85714286
3951;18126;Malahá, La;1788;339;18,95973154
3952;50155;Malanquilla;95;45;47,36842105
3953;6077;Malcocinado;351;133;37,89173789
3954;25130;Maldà;237;78;32,91139241
3955;50156;Maleján;260;71;27,30769231
3956;8110;Malgrat de Mar;18950;4023;21,22955145
3957;8111;Malla;276;63;22,82608696
3958;48058;Mallabia;1172;279;23,80546075
3959;50160;Mallén;2977;633;21,26301646
3960;50157;Malón;371;101;27,22371968
3961;37178;Malpartida;96;56;58,33333333
3962;10115;Malpartida de Cáceres;4060;929;22,8817734
3963;5116;Malpartida de Corneja;90;58;64,44444444
3964;6078;Malpartida de la Serena;536;145;27,05223881
3965;10116;Malpartida de Plasencia;4637;954;20,57364675
3966;15043;Malpica de Bergantiños;5332;1825;34,22730683
3967;45089;Malpica de Tajo;1709;478;27,96957285
3968;50159;Maluenda;920;262;28,47826087
3969;49107;Malva;117;54;46,15384615
3970;5117;Mamblas;202;77;38,11881188
3971;9199;Mambrilla de Castrejón;104;29;27,88461538
3972;9200;Mambrillas de Lara;46;19;41,30434783
3973;9201;Mamolar;27;9;33,33333333
3974;7033;Manacor;44809;6834;15,25140039
3975;37179;Mancera de Abajo;212;89;41,98113208
3976;5118;Mancera de Arriba;72;29;40,27777778
3977;23058;Mancha Real;11315;1775;15,68714096
3978;6079;Manchita;769;143;18,59557867
3979;50161;Manchones;104;41;39,42307692
3980;9202;Manciles;22;14;63,63636364
3981;7034;Mancor de la Vall;1569;250;15,93371574
3982;19168;Mandayona;290;119;41,03448276
3983;49108;Manganeses de la Lampreana;448;179;39,95535714
3984;49109;Manganeses de la Polvorosa;627;178;28,3891547
3985;29068;Manilva;16849;2504;14,86141611
3986;46159;Manises;31287;5416;17,31070413
3987;5119;Manjabálago y Ortigosa de Rioalmar;21;15;71,42857143
3988;26092;Manjarrés;117;45;38,46153846
3989;8112;Manlleu;20804;3670;17,6408383
3990;34099;Manquillos;61;18;29,50819672
3991;8113;Manresa;78192;15449;19,75777573
3992;26093;Mansilla de la Sierra;54;18;33,33333333
3993;24094;Mansilla de las Mulas;1708;406;23,7704918
3994;24095;Mansilla Mayor;326;112;34,35582822
3995;19169;Mantiel;30;10;33,33333333
3996;34100;Mantinos;140;38;27,14285714
3997;46160;Manuel;2452;528;21,53344209
3998;49110;Manzanal de Arriba;346;177;51,15606936
3999;49112;Manzanal de los Infantes;125;58;46,4
4000;49111;Manzanal del Barco;130;59;45,38461538
4001;13053;Manzanares;17845;3620;20,28579434
4002;26094;Manzanares de Rioja;60;28;46,66666667
4003;28082;Manzanares el Real;9202;1160;12,60595523
4004;32044;Manzaneda;846;371;43,8534279
4005;45090;Manzaneque;376;98;26,06382979
4006;44143;Manzanera;527;114;21,63187856
4007;21047;Manzanilla;2152;460;21,37546468
4008;47080;Manzanillo;49;9;18,36734694
4009;37180;Manzano, El;65;31;47,69230769
4010;48059;Mañaria;521;115;22,07293666
4011;31161;Mañeru;423;96;22,69503546
4012;15044;Mañón;1309;506;38,65546218
4013;7032;Maó;29578;5221;17,65163297
4014;45091;Maqueda;451;142;31,48558758
4015;50162;Mara;167;52;31,13772455
4016;18127;Maracena;22358;3238;14,48251185
4017;19170;Maranchón;232;88;37,93103448
4018;24096;Maraña;113;41;36,28318584
4019;31162;Marañón;51;18;35,29411765
4020;40903;Marazoleja;103;32;31,06796117
4021;40118;Marazuela;52;18;34,61538462
4022;29069;Marbella;147958;23021;15,55914516
4023;43076;Marçà;612;136;22,22222222
4024;10117;Marchagaz;247;83;33,60323887
4025;18128;Marchal;414;100;24,15458937
4026;19171;Marchamalo;7889;932;11,81391811
4027;41060;Marchena;19317;3471;17,96862867
4028;31163;Marcilla;2866;588;20,51639916
4029;34101;Marcilla de Campos;45;21;46,66666667
4030;43075;Margalef;104;35;33,65384615
4031;8242;Marganell;271;61;22,50922509
4032;4063;María;1235;369;29,87854251
4033;50163;María de Huerva;6021;465;7,722969606
4034;7035;Maria de la Salut;2242;486;21,67707404
4035;16122;Mariana;304;74;24,34210526
4036;36026;Marín;24248;5248;21,6430221
4037;39040;Marina de Cudeyo;5186;1244;23,98765908
4038;41061;Marinaleda;2618;457;17,45607334
4039;46161;Marines;1894;326;17,21224921
4040;21048;Marines, Los;410;86;20,97560976
4041;45092;Marjaliza;263;106;40,30418251
4042;48060;Markina-Xemein;5072;1095;21,58911672
4043;5120;Marlín;32;14;43,75
4044;23059;Marmolejo;6726;1401;20,82961641
4045;50902;Marracos;92;33;35,86956522
4046;7036;Marratxí;38357;5824;15,18366921
4047;45093;Marrupe;154;75;48,7012987
4048;37181;Martiago;254;131;51,57480315
4049;5121;Martiherrero;336;69;20,53571429
4050;41062;Martín de la Jara;2663;486;18,25009388
4051;37183;Martín de Yeltes;408;149;36,51960784
4052;44144;Martín del Río;372;104;27,95698925
4053;40119;Martín Miguel;230;38;16,52173913
4054;40120;Martín Muñoz de la Dehesa;244;36;14,75409836
4055;40121;Martín Muñoz de las Posadas;277;106;38,26714801
4056;37182;Martinamor;81;19;23,45679012
4057;5122;Martínez;111;61;54,95495495
4058;8114;Martorell;28667;4647;16,21027662
4059;8115;Martorelles;4823;981;20,34003732
4060;23060;Martos;24271;4282;17,64245396
4061;40122;Marugán;714;237;33,19327731
4062;48061;Maruri-Jatabe;992;199;20,06048387
4063;47081;Marzales;43;17;39,53488372
4064;43077;Mas de Barberans;572;180;31,46853147
4065;44145;Mas de las Matas;1271;372;29,26829268
4066;17100;Masarac;284;52;18,30985915
4067;45094;Mascaraque;413;127;30,75060533
4068;43078;Masdenverge;1109;267;24,07574391
4069;16123;Masegosa;61;23;37,70491803
4070;2047;Masegoso;105;49;46,66666667
4071;19172;Masegoso de Tajuña;49;24;48,97959184
4072;32045;Maside;2718;914;33,6276674
4073;8116;Masies de Roda, Les;704;157;22,30113636
4074;8117;Masies de Voltregà, Les;3178;616;19,38325991
4075;43079;Masllorenç;508;104;20,47244094
4076;8118;Masnou, El;23848;4780;20,04360953
4077;43080;Masó, La;283;81;28,62190813
4078;43081;Maspujols;826;121;14,64891041
4079;8119;Masquefa;9623;1375;14,28868336
4080;43082;Masroig, El;499;135;27,05410822
