OID_;Codigo;Municipio;Total;Mas65;Porcentaje
2766;49069;Figueruela de Arriba;317;196;61,829653
2767;50107;Figueruelas;1239;228;18,40193705
2768;4044;Fines;2160;336;15,55555556
2769;3069;Finestrat;7402;1135;15,3336936
2770;4045;Fiñana;1977;488;24,68386444
2771;35008;Firgas;7513;1315;17,50299481
2772;22109;Fiscal;344;77;22,38372093
2773;15037;Fisterra;4714;1258;26,68646585
2774;31105;Fitero;2081;554;26,62181643
2775;17067;Flaçà;1147;220;19,18047079
2776;43060;Flix;3451;993;28,77426833
2777;5073;Flores de Ávila;287;105;36,58536585
2778;25092;Floresta, La;145;40;27,5862069
2779;37129;Florida de Liébana;254;80;31,49606299
2780;8082;Fogars de la Selva;1540;303;19,67532468
2781;8081;Fogars de Montclús;467;76;16,27408994
2782;46126;Foios;7502;1386;18,47507331
2783;17068;Foixà;299;96;32,10702341
2784;24071;Folgoso de la Ribera;1034;323;31,23791103
2785;27017;Folgoso do Courel;989;420;42,46713852
2786;8083;Folgueroles;2269;371;16,35081534
2787;47062;Fombellida;166;75;45,18072289
2788;50108;Fombuena;59;13;22,03389831
2789;47063;Fompedraza;103;29;28,15533981
2790;26062;Foncea;98;29;29,59183673
2791;25093;Fondarella;781;154;19,71830986
2792;3077;Fondó de les Neus, el/Hondón de las Nieves;2634;915;34,738041
2793;4046;Fondón;1032;254;24,6124031
2794;18076;Fonelas;955;205;21,46596859
2795;49071;Fonfría;744;327;43,9516129
2796;44102;Fonfría;29;13;44,82758621
2797;8084;Fonollosa;1495;312;20,86956522
2798;27018;Fonsagrada, A;3328;1349;40,53485577
2799;46128;Font de la Figuera, la;2025;460;22,71604938
2800;46127;Font d'En Carròs, la;3793;772;20,35328236
2801;17069;Fontanals de Cerdanya;506;113;22,33201581
2802;19117;Fontanar;2523;264;10,46373365
2803;13041;Fontanarejo;248;98;39,51612903
2804;46124;Fontanars dels Alforins;959;204;21,2721585
2805;17070;Fontanilles;157;40;25,47770701
2806;17071;Fontcoberta;1468;270;18,39237057
2807;31106;Fontellas;999;169;16,91691692
2808;47064;Fontihoyuelo;36;11;30,55555556
2809;9127;Fontioso;50;24;48
2810;5074;Fontiveros;734;253;34,46866485
2811;8085;Font-rubí;1440;311;21,59722222
2812;22110;Fonz;845;287;33,96449704
2813;26063;Fonzaleche;146;42;28,76712329
2814;25094;Foradada;195;54;27,69230769
2815;22111;Foradada del Toscar;158;57;36,07594937
2816;17902;Forallac;1708;378;22,13114754
2817;12061;Forcall;454;128;28,1938326
2818;36018;Forcarei;3268;1354;41,43206854
2819;43061;Forès;48;19;39,58333333
2820;37130;Forfoleda;198;77;38,88888889
2821;7024;Formentera;11708;1485;12,68363512
2822;3070;Formentera del Segura;4337;943;21,74314042
2823;44103;Formiche Alto;155;48;30,96774194
2824;7025;Fornalutx;682;156;22,87390029
2825;17073;Fornells de la Selva;2700;378;14
2826;36019;Fornelos de Montes;1594;537;33,68883312
2827;18077;Fornes;534;130;24,34456929
2828;44105;Fórnoles;81;34;41,97530864
2829;46125;Fortaleny;1011;222;21,95845697
2830;44106;Fortanete;200;47;23,5
2831;17074;Fortià;793;161;20,30264817
2832;30020;Fortuna;10512;1537;14,62138508
2833;48906;Forua;910;228;25,05494505
2834;27019;Foz;10078;2660;26,39412582
2835;44107;Foz-Calanda;271;57;21,03321033
2836;15038;Frades;2306;731;31,69991327
2837;37131;Frades de la Sierra;182;71;39,01098901
2838;22112;Fraga;15250;2657;17,42295082
2839;50109;Frago, El;115;39;33,91304348
2840;23033;Frailes;1599;464;29,01813634
2841;33023;Franco, El;3780;1066;28,2010582
2842;9128;Frandovínez;97;30;30,92783505
2843;8086;Franqueses del Vallès, Les;20351;2853;14,01896713
2844;50110;Frasno, El;394;125;31,72588832
2845;34072;Frechilla;148;61;41,21621622
2846;42083;Frechilla de Almazán;20;11;55
2847;6050;Fregenal de la Sierra;4811;1042;21,65869882
2848;37132;Fregeneda, La;315;151;47,93650794
2849;43062;Freginals;391;102;26,08695652
2850;18078;Freila;936;226;24,14529915
2851;50111;Fréscano;200;57;28,5
2852;16083;Fresneda de Altarejos;37;9;24,32432432
2853;40078;Fresneda de Cuéllar;166;62;37,34939759
2854;16084;Fresneda de la Sierra;49;20;40,81632653
2855;9129;Fresneda de la Sierra Tirón;94;35;37,23404255
2856;44108;Fresneda, La;457;119;26,03938731
2857;5075;Fresnedilla;110;57;51,81818182
2858;28056;Fresnedillas de la Oliva;1742;214;12,2847302
2859;37133;Fresnedoso;101;36;35,64356436
2860;10075;Fresnedoso de Ibor;264;94;35,60606061
2861;9130;Fresneña;69;33;47,82608696
2862;9131;Fresnillo de las Dueñas;695;106;15,25179856
2863;37134;Fresno Alhándiga;196;69;35,20408163
2864;40079;Fresno de Cantespino;313;83;26,51757188
2865;42084;Fresno de Caracena;20;13;65
2866;40080;Fresno de la Fuente;78;22;28,20512821
2867;49075;Fresno de la Polvorosa;124;66;53,22580645
2868;49076;Fresno de la Ribera;362;98;27,0718232
2869;24073;Fresno de la Vega;478;210;43,93305439
2870;9132;Fresno de Río Tirón;178;64;35,95505618
2871;9133;Fresno de Rodilla;46;9;19,56521739
2872;49077;Fresno de Sayago;159;56;35,22012579
2873;28057;Fresno de Torote;2416;345;14,27980132
2874;34073;Fresno del Río;186;67;36,02150538
2875;47065;Fresno el Viejo;848;275;32,42924528
2876;5076;Fresno, El;589;126;21,39219015
2877;9134;Frías;270;73;27,03703704
2878;44109;Frías de Albarracín;105;36;34,28571429
2879;49078;Friera de Valverde;142;60;42,25352113
2880;29053;Frigiliana;3198;643;20,10631645
2881;27020;Friol;3682;1331;36,14883216
2882;34074;Frómista;777;255;32,81853282
2883;38013;Frontera;4278;966;22,58064516
2884;16085;Frontera, La;143;49;34,26573427
2885;48035;Fruiz;548;96;17,51824818
2886;40081;Frumales;111;54;48,64864865
2887;19118;Fuembellida;13;3;23,07692308
2888;13042;Fuencaliente;1018;284;27,8978389
2889;38014;Fuencaliente de la Palma;1756;418;23,80410023
2890;19119;Fuencemillán;86;24;27,90697674
2891;50113;Fuendejalón;766;216;28,19843342
2892;50114;Fuendetodos;142;41;28,87323944
2893;44110;Fuenferrada;40;31;77,5
2894;29054;Fuengirola;82585;19208;23,25846098
2895;28058;Fuenlabrada;192233;28348;14,74668761
2896;6051;Fuenlabrada de los Montes;1793;501;27,94199665
2897;13043;Fuenllana;214;98;45,79439252
2898;26064;Fuenmayor;3191;532;16,67188969
2899;47066;Fuensaldaña;1996;304;15,23046092
2900;45066;Fuensalida;11785;1751;14,85787017
2901;2032;Fuensanta;280;102;36,42857143
2902;23034;Fuensanta de Martos;3011;667;22,15210893
2903;30021;Fuente Álamo de Murcia;17225;2298;13,34107402
2904;14901;Fuente Carreteros;1133;239;21,09443954
2905;6052;Fuente de Cantos;4684;910;19,42783945
2906;16086;Fuente de Pedro Naharro;1209;254;21,00909843
2907;29055;Fuente de Piedra;2770;545;19,67509025
2908;37135;Fuente de San Esteban, La;1270;416;32,75590551
2909;40082;Fuente de Santa Cruz;108;52;48,14814815
2910;6053;Fuente del Arco;681;200;29,36857562
2911;6054;Fuente del Maestre;6704;1344;20,0477327
2912;13044;Fuente el Fresno;3141;761;24,22795288
2913;40083;Fuente el Olmo de Fuentidueña;135;36;26,66666667
2914;40084;Fuente el Olmo de Íscar;49;15;30,6122449
2915;5077;Fuente el Saúz;157;72;45,85987261
2916;28059;Fuente el Saz de Jarama;6883;999;14,51402005
2917;47067;Fuente el Sol;148;53;35,81081081
2918;49079;Fuente Encalada;103;47;45,63106796
2919;14028;Fuente la Lancha;337;92;27,29970326
2920;12063;Fuente la Reina;49;5;10,20408163
2921;14029;Fuente Obejuna;4505;1222;27,1254162
2922;14030;Fuente Palmera;9803;1655;16,88258696
2923;18079;Fuente Vaqueros;4415;762;17,25934315
2924;2033;Fuente-Álamo;2447;529;21,61830813
2925;2034;Fuentealbilla;1836;426;23,20261438
2926;42085;Fuentearmegil;160;94;58,75
2927;9135;Fuentebureba;40;20;50
2928;42086;Fuentecambrón;32;8;25
2929;42087;Fuentecantos;66;12;18,18181818
2930;9136;Fuentecén;223;78;34,97757848
2931;37136;Fuenteguinaldo;674;276;40,9495549
2932;21033;Fuenteheridos;751;122;16,24500666
2933;19120;Fuentelahiguera de Albatages;132;38;28,78787879
2934;49080;Fuentelapeña;667;263;39,43028486
2935;9137;Fuentelcésped;257;63;24,51361868
2936;19121;Fuentelencina;299;99;33,11036789
2937;16087;Fuentelespino de Haro;246;116;47,15447154
2938;16088;Fuentelespino de Moya;103;32;31,06796117
2939;37137;Fuenteliante;97;49;50,51546392
2940;9138;Fuentelisendo;106;43;40,56603774
2941;42088;Fuentelmonge;64;33;51,5625
2942;19122;Fuentelsaz;92;38;41,30434783
2943;42089;Fuentelsaz de Soria;63;19;30,15873016
2944;19123;Fuentelviejo;54;18;33,33333333
2945;9139;Fuentemolinos;99;35;35,35353535
2946;16904;Fuentenava de Jábaga;527;109;20,68311195
2947;9140;Fuentenebro;150;52;34,66666667
2948;19124;Fuentenovilla;566;98;17,31448763
2949;47068;Fuente-Olmedo;34;16;47,05882353
2950;40086;Fuentepelayo;804;213;26,49253731
2951;42090;Fuentepinilla;82;39;47,56097561
2952;40087;Fuentepiñel;81;38;46,91358025
2953;40088;Fuenterrebollo;332;112;33,73493976
2954;37138;Fuenterroble de Salvatierra;264;59;22,34848485
2955;46129;Fuenterrobles;694;147;21,1815562
2956;16089;Fuentes;466;127;27,25321888
2957;44111;Fuentes Calientes;92;33;35,86956522
2958;44112;Fuentes Claras;433;167;38,56812933
2959;41042;Fuentes de Andalucía;7160;1526;21,31284916
2960;5078;Fuentes de Año;96;48;50
2961;12064;Fuentes de Ayódar;93;26;27,95698925
2962;37139;Fuentes de Béjar;216;57;26,38888889
2963;24074;Fuentes de Carbajal;81;34;41,97530864
2964;50115;Fuentes de Ebro;4600;879;19,10869565
2965;50116;Fuentes de Jiloca;211;80;37,91469194
2966;6055;Fuentes de León;2244;489;21,79144385
2967;42092;Fuentes de Magaña;54;24;44,44444444
2968;34076;Fuentes de Nava;625;181;28,96
2969;37140;Fuentes de Oñoro;1119;270;24,12868633
2970;49082;Fuentes de Ropel;372;153;41,12903226
2971;44113;Fuentes de Rubielos;154;16;10,38961039
2972;34077;Fuentes de Valdepero;497;93;18,71227364
2973;49081;Fuentesaúco;1608;469;29,16666667
2974;40089;Fuentesaúco de Fuentidueña;234;92;39,31623932
2975;49083;Fuentesecas;44;28;63,63636364
2976;40091;Fuentesoto;108;44;40,74074074
2977;44114;Fuentespalda;293;102;34,81228669
2978;9141;Fuentespina;770;173;22,46753247
2979;49084;Fuentespreadas;278;109;39,20863309
2980;42093;Fuentestrún;42;12;28,57142857
2981;14031;Fuente-Tójar;676;183;27,07100592
2982;40092;Fuentidueña;132;52;39,39393939
2983;28060;Fuentidueña de Tajo;2228;418;18,76122083
2984;23035;Fuerte del Rey;1313;256;19,49733435
2985;16091;Fuertescusa;57;30;52,63157895
2986;22113;Fueva, La;612;170;27,77777778
2987;25096;Fuliola, La;1247;282;22,61427426
2988;25097;Fulleda;101;41;40,59405941
2989;31107;Funes;2455;493;20,0814664
2990;31108;Fustiñana;2490;600;24,09638554
2991;16092;Gabaldón;170;46;27,05882353
2992;18905;Gabias, Las;22051;2168;9,831753662
2993;20038;Gabiria;502;100;19,92031873
2994;4047;Gádor;3008;514;17,08776596
2995;8090;Gaià;189;31;16,4021164
2996;3072;Gaianes;505;109;21,58415842
2997;12065;Gaibiel;186;76;40,86021505
2998;20037;Gaintza;126;27;21,42857143
2999;19125;Gajanejos;57;16;28,07017544
3000;37141;Gajates;152;70;46,05263158
3001;28061;Galapagar;34712;4720;13,59760313
3002;19126;Galápagos;2579;207;8,026366809
3003;31109;Galar;2274;306;13,45646438
3004;21034;Galaroza;1373;309;22,50546249
3005;9143;Galbarros;30;9;30
3006;26065;Galbárruli;78;16;20,51282051
3007;48036;Galdakao;29404;6656;22,636376
3008;48037;Galdames;842;199;23,63420428
3009;35009;Gáldar;24455;4405;18,01267634
3010;49085;Galende;960;318;33,125
3011;18082;Galera;1107;347;31,34598013
3012;43063;Galera, La;723;208;28,76901798
3013;26066;Galilea;385;83;21,55844156
3014;37142;Galindo y Perahuy;645;146;22,63565891
3015;37143;Galinduste;414;140;33,81642512
3016;37144;Galisancho;353;135;38,24362606
3017;10076;Galisteo;902;244;27,05099778
3018;4048;Gallardos, Los;3003;926;30,83583084
3019;9144;Gallega, La;44;22;50
3020;40093;Gallegos;99;21;21,21212121
3021;5079;Gallegos de Altamiros;63;26;41,26984127
3022;37145;Gallegos de Argañán;268;117;43,65671642
3023;47069;Gallegos de Hornija;111;44;39,63963964
3024;5080;Gallegos de Sobrinos;36;21;58,33333333
3025;37146;Gallegos de Solmirón;115;51;44,34782609
3026;49086;Gallegos del Pan;109;41;37,6146789
3027;49087;Gallegos del Río;464;265;57,11206897
3028;8087;Gallifa;183;39;21,31147541
3029;26067;Gallinero de Cameros;19;3;15,78947368
3030;31110;Gallipienzo/Galipentzu;102;36;35,29411765
3031;50117;Gallocanta;128;42;32,8125
3032;31111;Gallués/Galoze;96;26;27,08333333
3033;50118;Gallur;2555;628;24,57925636
3034;44115;Galve;163;35;21,47239264
3035;19127;Galve de Sorbe;95;42;44,21052632
3036;45067;Gálvez;3015;731;24,24543947
3037;48038;Gamiz-Fika;1383;286;20,67968185
3038;49088;Gamones;93;40;43,01075269
3039;43064;Gandesa;3098;706;22,78889606
3040;46131;Gandia;75970;13856;18,23877847
3041;16093;Garaballa;63;26;41,26984127
3042;38015;Garachico;4895;1202;24,55566905
3043;38016;Garafía;1813;513;28,29564258
3044;48039;Garai;329;57;17,32522796
3045;31112;Garaioa;96;42;43,75
3046;6056;Garbayuela;510;153;30
3047;43065;Garcia;535;142;26,54205607
3048;10077;Garciaz;700;238;34
3049;37147;Garcibuey;189;92;48,67724868
3050;37148;Garcihernández;427;128;29,9765808
3051;40094;Garcillán;512;68;13,28125
3052;45068;Garciotum;206;78;37,86407767
3053;37149;Garcirrey;58;28;48,27586207
3054;31113;Garde;137;48;35,03649635
3055;44116;Gargallo;98;28;28,57142857
3056;28062;Garganta de los Montes;411;84;20,4379562
3057;5081;Garganta del Villar;42;19;45,23809524
3058;10079;Garganta la Olla;924;258;27,92207792
3059;10078;Garganta, La;358;183;51,11731844
3060;10080;Gargantilla;374;143;38,23529412
3061;28063;Gargantilla del Lozoya y Pinilla de Buitrago;344;73;21,22093023
3062;10081;Gargüera;178;76;42,69662921
3063;43066;Garidells, Els;198;38;19,19191919
3064;31114;Garínoain;503;72;14,31411531
3065;6057;Garlitos;554;236;42,59927798
3066;24076;Garrafe de Torío;1589;411;25,8653241
3067;31115;Garralda;190;46;24,21052632
3068;42094;Garray;750;128;17,06666667
3069;8088;Garriga, La;16733;2860;17,09197394
3070;17075;Garrigàs;464;77;16,59482759
3071;17076;Garrigoles;170;36;21,17647059
3072;17077;Garriguella;909;201;22,11221122
3073;41043;Garrobo, El;812;145;17,85714286
3074;6058;Garrovilla, La;2334;505;21,63667524
3075;10082;Garrovillas de Alconétar;1955;607;31,04859335
3076;4049;Garrucha;9875;1337;13,53924051
3077;10083;Garvín;96;31;32,29166667
3078;28064;Gascones;191;35;18,32460733
3079;16094;Gascueña;148;56;37,83783784
3080;19129;Gascueña de Bornova;31;13;41,93548387
3081;11018;Gastor, El;1709;363;21,24049152
3082;10084;Gata;1413;464;32,83793347
3083;3071;Gata de Gorgos;6223;1239;19,91001125
3084;48040;Gatika;1674;353;21,08721625
3085;47070;Gatón de Campos;27;16;59,25925926
3086;46902;Gátova;419;129;30,7875895
3087;29056;Gaucín;1595;410;25,70532915
3088;48041;Gautegiz Arteaga;854;189;22,13114754
3089;8089;Gavà;46931;8444;17,99237178
3090;46130;Gavarda;1035;237;22,89855072
3091;25098;Gavet de la Conca;262;89;33,96946565
3092;5082;Gavilanes;576;200;34,72222222
3093;20907;Gaztelu;173;30;17,34104046
3094;44117;Gea de Albarracín;378;122;32,27513228
3095;37150;Gejuelo del Barro;34;17;50
3096;12067;Geldo;628;172;27,38853503
3097;8091;Gelida;7723;1218;15,77107342
3098;50119;Gelsa;997;308;30,89267803
3099;41044;Gelves;10295;1195;11,60757649
3100;49090;Gema;204;85;41,66666667
3101;5083;Gemuño;147;67;45,57823129
3102;29057;Genalguacil;391;117;29,92327366
3103;23037;Génave;593;170;28,66779089
3104;31116;Genevilla;61;28;45,90163934
3105;46132;Genovés, el;2785;516;18,52782765
3106;17078;Ger;502;101;20,11952191
3107;41045;Gerena;7740;1207;15,59431525
3108;4050;Gérgal;1107;237;21,40921409
3109;47071;Geria;512;98;19,140625
3110;45069;Gerindote;2395;397;16,57620042
3111;48046;Gernika-Lumo;17093;3973;23,24343298
3112;46133;Gestalgar;541;171;31,60813309
3113;28065;Getafe;183095;35603;19,44509681
3114;20039;Getaria;2794;551;19,72083035
3115;48044;Getxo;77139;20207;26,19556904
3116;21035;Gibraleón;12810;2101;16,40124902
3117;33024;Gijón;268896;72046;26,79325836
3118;5085;Gil García;42;19;45,23809524
3119;5084;Gilbuena;60;36;60
3120;41046;Gilena;3709;647;17,444055
3121;46134;Gilet;3501;501;14,31019709
3122;25912;Gimenells i el Pla de la Font;1118;259;23,16636852
3123;5086;Gimialcón;74;38;51,35135135
3124;26068;Gimileo;113;33;29,20353982
3125;44118;Ginebrosa, La;201;57;28,35820896
3126;41047;Gines;13529;1953;14,43565674
3127;43067;Ginestar;787;242;30,74968234
3128;2035;Gineta, La;2554;432;16,9146437
3129;17079;Girona;101932;16617;16,3020445
3130;8092;Gironella;4916;1265;25,73230269
3131;8093;Gisclareny;27;7;25,92592593
3132;22114;Gistaín;133;53;39,84962406
3133;48047;Gizaburuaga;200;34;17
3134;18083;Gobernador;220;89;40,45454545
3135;43068;Godall;614;195;31,75895765
3136;46135;Godella;13027;2650;20,34236586
3137;46136;Godelleta;3714;672;18,09369952
3138;50120;Godojos;49;18;36,73469388
3139;31117;Goizueta;688;193;28,05232558
3140;18084;Gójar;5993;828;13,81611881
3141;42095;Golmayo;2844;273;9,599156118
3142;25099;Golmés;1855;347;18,70619946
3143;2036;Golosalvo;99;42;42,42424242
3144;37151;Golpejas;146;56;38,35616438
3145;42096;Gómara;294;104;35,37414966
3146;17080;Gombrèn;196;45;22,95918367
3147;37152;Gomecello;432;124;28,7037037
3148;32033;Gomesende;693;356;51,37085137
3149;40095;Gomezserracín;660;138;20,90909091
3150;36021;Gondomar;14920;2846;19,07506702
3151;31118;Goñi;165;64;38,78787879
3152;18085;Gor;729;272;37,31138546
3153;18086;Gorafe;382;131;34,29319372
3154;24077;Gordaliza del Pino;255;109;42,74509804
3155;48042;Gordexola;1723;365;21,18398143
3156;10085;Gordo, El;382;84;21,9895288
3157;24078;Gordoncillo;350;147;42
3158;3073;Gorga;261;69;26,43678161
3159;48043;Gorliz;6022;1131;18,78113584
3160;42097;Gormaz;21;1;4,761904762
3161;25100;Gósol;232;63;27,15517241
3162;5087;Gotarrendura;169;51;30,17751479
3163;50121;Gotor;311;107;34,40514469
3164;33025;Gozón;10412;2987;28,68805225
3165;24079;Gradefes;925;390;42,16216216
3166;33026;Grado;9644;2710;28,10037329
3167;22115;Grado, El;393;142;36,13231552
3168;16095;Graja de Campalbo;91;28;30,76923077
3169;16096;Graja de Iniesta;354;68;19,20903955
3170;24080;Grajal de Campos;205;88;42,92682927
3171;40097;Grajera;245;31;12,65306122
3172;18087;Granada;231775;51307;22,13655485
3173;21036;Granada de Río-Tinto, La;242;57;23,55371901
3174;8094;Granada, La;2207;343;15,54145899
3175;25101;Granadella, La;705;206;29,21985816
3176;38017;Granadilla de Abona;51850;5691;10,975892
3177;21037;Granado, El;517;146;28,23984526
3178;13045;Granátula de Calatrava;719;202;28,0945758
3179;33027;Grandas de Salime;792;277;34,97474747
3180;5088;Grandes y San Martín;26;7;26,92307692
3181;8095;Granera;85;17;20
3182;46137;Granja de la Costera, la;281;71;25,26690391
3183;49091;Granja de Moreruela;265;109;41,13207547
3184;3074;Granja de Rocamora;2609;412;15,79149099
3185;6059;Granja de Torrehermosa;1965;528;26,87022901
3186;25102;Granja d'Escarp, La;931;225;24,16756176
3187;10086;Granja, La;318;114;35,8490566
3188;14032;Granjuela, La;432;122;28,24074074
3189;8096;Granollers;62475;11439;18,30972389
3190;49092;Granucillo;117;56;47,86324786
3191;25103;Granyanella;145;46;31,72413793
3192;25105;Granyena de les Garrigues;154;43;27,92207792
3193;25104;Granyena de Segarra;159;50;31,44654088
3194;22116;Grañén;1740;456;26,20689655
3195;26069;Grañón;249;113;45,3815261
3196;43069;Gratallops;237;63;26,58227848
3197;22117;Graus;3434;809;23,55853232
3198;26070;Grávalos;182;52;28,57142857
3199;11019;Grazalema;2030;418;20,591133
3200;44119;Griegos;138;57;41,30434783
3201;9148;Grijalba;111;23;20,72072072
3202;34079;Grijota;2496;249;9,975961538
3203;28066;Griñón;10467;1580;15,09506067
3204;9149;Grisaleña;65;16;24,61538462
3205;50122;Grisel;83;23;27,71084337
3206;50123;Grisén;605;112;18,51239669
3207;36022;Grove, O;10699;2435;22,75913637
3208;18088;Guadahortuna;1839;338;18,37955411
3209;19130;Guadalajara;87064;15485;17,78576679
3210;44120;Guadalaviar;253;59;23,3201581
3211;41048;Guadalcanal;2588;581;22,44976816
3212;14033;Guadalcázar;1562;231;14,78873239
3213;28067;Guadalix de la Sierra;6594;938;14,22505308
3214;13046;Guadalmez;725;240;33,10344828
3215;10087;Guadalupe;1822;563;30,90010977
3216;45070;Guadamur;1806;372;20,59800664
3217;28068;Guadarrama;16747;2854;17,04185824
3218;46138;Guadasséquies;459;88;19,17211329
3219;46139;Guadassuar;5938;1307;22,01077804
3220;6903;Guadiana;2465;478;19,39148073
3221;18089;Guadix;18462;3419;18,51912036
3222;37154;Guadramiro;133;56;42,10526316
3223;18906;Guájares, Los;1074;330;30,72625698
3224;8097;Gualba;1585;228;14,38485804
3225;18093;Gualchos;5287;776;14,67751088
3226;17081;Gualta;421;84;19,95249406
3227;38018;Guancha, La;5553;1232;22,18620565
